;Topico1
"aumento licencia maternidad muestra progreso laboral labelurl labelurl
";0.52559
"hoy listado admitidos momento nervios convierten felicidad soyuniandino labelurl
";0.52524
"orgullo elegido eafit continuar estudios juan luis mejia saludo labelurl
";0.52478
"opinion mega empresas comunicacion quinto poder caso grupo prisa labelurl labelurl
";0.5245
"simposio bioetica reflexiones manejo feto anomalias congenitas labelurl inscripcion costo posmedunisabana
";0.5244
"rt urbameafit hoy ultimo dia tomarse foto acercate completa requisitos participa becas eafit
";0.52431
"8 grandes ejes recuperar economia ivanduque lospresidenciables2018 labelurl
";0.52413
"pocas palabras herbert giraldo gomez director nacional planeacion uncolombia video labelurl untelevision
";0.52407
"conferencia inaugural cargo profesor felipe gonzalez uc3m congreso internacional migracion labelurl
";0.524
"itsmargara estebancarlosm saludos lamentablemente actividad realizara
";0.52387
"articulo unperiodico uber airbnb violan leyes colombianas labelurl fecunal via prensaun labelurl
";0.52362
"empleados mejores agentes reputacion organizacion aalloza unisabana labelurl
";0.52357
"rt educaunisabana intervencion profesora ingrid anzelin panel desarollo infantil labelurl
";0.5233
"direcciondeestudiantes estudiantes jornada mundial juventud labelurl labelurl
";0.52317
"objetivo 11 municipios sabanacentro trabajen juntos estrategias seguridad paz convivenc labelurl
";0.5231
"hoyeneafit expertos pedagogia reunieron hablar nuevos modelos educacion labelurl
";0.52288
"rt uniandinosiempr asiste conferencia doctor urbanismo planificacion luis mauricio cuervo inscribete previamente labelurl
";0.52262
"rt comsabana tercerfiafest gracias asistieron inauguracion fiafest cinepolis fontanarcc labelurl
";0.5226
"hoy representantes sectores sociales populares hablan proceso paz lapazenfoco institucionaltv labelurl
";0.52258
"invitamos proximo 12 junio conversacion programas stem modelos educacion ctel esper labelurl
";0.52237
"entrevistacampus obduliovp primer aprendizaje pais hecho apuesta desarrollo labelurl
";0.52207
"rt admonuniandes semanainternacional estudiantes upcedu conferencia market digital annovell educacionejecutiva ht
";0.52164
"rt blumedellin alaire vivemedellin eafit grandacris estebancarlosm juanalcarazs labelurl h
";0.52134
"invirtiendo fundamental hacia futuro educacion infraestructura juanmansantos labelurl
";0.52115
"hoy jeremy waldron profesor universidad nueva york destacado filosofo politico d labelurl
";0.52113
"hoy manana eafit cumple cuarto coloquio doctoral alafec pueden conocer programacion labelurl
";0.52111
"jurisdiccion especial paz prospectiva piensa futuro juan carlos forero decano jurisprudencia labelurl
";0.52095
"hoyeneafit dia programacion festival aves medellin pierdan labelurl
";0.52049
"olviden proximo 8 agosto llevara cabo feria empleo alumnisabana club nogal labelurl
";0.52029
"necesario estimular inversion traves mas diversos canal acciones carlosholmestru lospresidenciables2018
";0.52024
"felicitamos nuevos graduados mba inalde labelurl
";0.52007
"eafit homenaje leon cardona 90 anos musica grupo seresta duo guitarra labelurl
";0.51996
"josefina agudelo presidenta tcc habla tip necesita generar productividad empr labelurl
";0.51965
"comunidadun conoce mas construccion nuevo edificio facultad enfermeria somosun labelurl
";0.51926
"juan carlos visbal morales cirujano gastroenterologo clinunisabana explica abc cancer colon labelurl
";0.5191
"comenzo eafit presentacion plan municipal gestion riesgo desastres medellin 20152030 labelurl
";0.51907
"hoyeneafit desarrolla conferencia reforma tributaria obras impuestos experiencia peru cargo d labelurl
";0.51903
"expresion percepcion fenomenos siempre parecen realidad juan s botero dementescuriosas labelurl
";0.5189
"lametaesmundial empieza mes udeoro2017 realizara 24 26 agosto eafit labelurl
";0.51888
"decidimos hacer proyecto cambiara comportamientos educacion juan luis mejia arango labelurl
";0.51799
"katherine ramirez habla proxima meta phd arizona state university labelurl labelurl
";0.51794
"importante millennials aprender gestionar procesos inteligencia creativa luis arturo penagos labelurl
";0.51774
"apgguzman dircom unisabana inicia jornada papa francisco pontificado labelurl
";0.51759
"pierdan manana campusglobal tatuajes 100 pm labelurl
";0.51731
"agrademos comfama confianza depositan realizar catedras juan luis mejia
";0.51731
"cirugia robotica precision resultados proyeccion global luis enrique toledo arenasmentessaludables labelurl
";0.51682
"rt peterdobers as board member since 2007 isdrsociety honor proud to see the isdrs2017 conference at uniandes open by presiden
";0.51668
"verdad objetividad deben contrarrestar tendencias nocivas opinion publica labelurl
";0.51664
"noticiaun estampilla compartirian universidades udistrital uncolombia pasa primer debate senado labelurl
";0.51639
"rt opusdeicolombia carta prelado octubre 2016 labelurl tiempo abrirse abanico servir mas personas u
";0.51633
"rt deloitteco generacionquetransforma impactan cambios generacionales organizacion sigue transmision labelurl
";0.51586
"rt inguniandes adivina estrenan hoy carrerademodos vota favorito podio semanadelamovilidad labelurl
";0.51564
"pagar prima trabajador servicio domestico dudas materia labelurl labelurl
";0.5156
"haciendo politica responsable fiscalmente sobrevivir incertidumbre juanmansantos labelurl
";0.51492
"plan municipal gestion riesgo desastres construccion convenio dagrdmedellin eafit labelurl
";0.5146
"feria laboral directores recursos humanos hablaron tendencias reclutamiento labelurl labelurl
";0.51446
"john mraz alfabetizacion visual via cerosetenta labelurl labelurl
";0.51433
"comenzo eafit conversacion programas stem modelos educacion ctel labelurl
";0.51399
"johnjairo1980 saludos si desea puede expresar situacion presenta correo mgomezr2eafiteduco labelurl
";0.51397
"administracion pasada eeuu aplico paciencia estrategica ignorar acciones corea norte ca labelurl
";0.51377
"rector jrestrp da inicio foro avances retos cambio climatico colombia labelurl labelurl
";0.51366
"video profesores unbogota mediran salto tequendama labelurl via unimedios labelurl
";0.51362
"colombia exitos grandes materia desarrollo alternativo sistematizado experiencia ediazur foroungasscol
";0.51326
"salud impacta social economico politico pais debemos ver posconflicto cara futuro l labelurl
";0.5131
"docentes eafit analizan desafios nuevo codigonacionaldepolicia labelurl labelurl
";0.51309
"rt acimedellin exembajadora indonesia hablo medellin fuerza femenina paz labelurl via eafit labelurl
";0.51288
"eafit damos inicio conversatorio movilidad peatonal mauricio garcia villegas labelurl
";0.51274
"formacion interdisciplinaria fortalece diferencia perfil profesional labelurl labelurl
";0.51265
"noticiaun patenta tensiometro riego precision vriun orgulloun labelurl via labelurl
";0.51217
"rt unisabanaradio juan camilo giraldo profesor comsabana cuenta experiencia unisabana opencampus2017 labelurl
";0.51044
"todas herramientas economista van lograr existan medidas sostenibles sociedad maria clara ar labelurl
";0.51027
"rt sectormovilidad uniandes superamos 400 cupos cicloparqueadero seguimos comprometidos movilidad sostenible ju
";0.51021
"redescar apuesta exitosa simbiosis industrial empresas sostenibles video labelurl
";0.5102
"conviccion conviene gran acuerdo nacional paz carlosholmestru lapazesposible
";0.5101
"gallo gayo pollo poyo defensa idioma profesor jairo valderrama labelurl via eltiempo
";0.51005
"rt jeronimorivera atencion alumnos clase cinelatinousabana seleccionen pelicula quieren ver jueves 23 aud k2 unisa
";0.5099
"rt unisabanaradio listo stand auditorio david mejia velilla seguir acompanandolos jornada induccion ahoraso
";0.5099
"narrativas pueblerinas sera casa cultura jardin 4 agosto juan luis mejia eafit labelurl
";0.50981
"auditorio k1 charla ignacio medina periodista escritor critico gastronomico recomendado labelurl
";0.50944
"rt oaduniandes enlamemoria laszlo szekessy decano inguniandes 19771979 uniandes labelurl
";0.50933
"porlasescuelas humanidades participar diplohack labelurl labelurl
";0.50916
"23 25 noviembre pierdan conferencia acceso universal energia america latina ver mas labelurl
";0.50904
"23 25 noviembre pierdan conferencia acceso universal energia america latina ver mas labelurl
";0.50904
"23 25 noviembre pierdan conferencia acceso universal energia america latina ver mas labelurl
";0.50904
"rt manuelrodb 1a vez america latina realizara conferencia anual investigaciones desarrollo sostenible labelurl
";0.50904
"conozca agenda actividades 1100 be diapaiz labelurl labelurl
";0.5085
"rt telemedellin reto contadores historias digital cuenta cinetvcafe encuentrostm20anos
";0.50837
"26 julio foro contrast comunicacion politica crisis derechousabana labelurl
";0.5081
"dia aprender periodistas medios nacionales regionales participaron hoy seminario labelurl
";0.50772
"programateuncon conferencia adviento campesino espacial manana partir 800 be fceunal labelurl
";0.50768
"manana pierdan conferencia reforma tributaria conozca experiencia peru esperamos ver mas labelurl
";0.50738
"comunidadun manana nueva sesion catedra sesquicentenarioun energia medio ambiente unmedellin labelurl
";0.50728
"conoce especializacion gerencia estrategica conferencia dialogos estrategicos inscripciones labelurl
";0.50676
"ultima chiamata modelo armar conoce mas labelurl labelurl
";0.50672
"rt laciudadverde punto empezar sosporelaire eafit vengan plantica labelurl
";0.50669
"estudiantes medicinasabana comienzan nueva vida universitaria unisabana mejores deseo labelurl
";0.5065
"grupo eafitense eclectico tambien presente encuentro universidades paz labelurl
";0.50646
"atentos realizaran obras buscan mejorar infraestructura movilidad campus uncolombia labelurl
";0.50628
"antioquia pasara importante conexion sucre cordoba hacia bucaramanga bogota andrade labelurl
";0.50624
"jrrodriguezgil rector unisabana presenta proyecto universidad empresa foros republica labelurl
";0.5062
"lograr comunicacion gerencial efectiva asiste taller posgrados comsabana
";0.50604
"lapazenfoco estatuto oposicion hacen exigibles derechos legales acceso informacion docum labelurl
";0.50575
"arte alejandro castano llega eafit 7 marzo 25 abril vidacultural labelurl labelurl
";0.5057
"rt ceperuniandes ediciones uniandes invita presentacion libro critica artes medios labelurl filbogota u
";0.50559
"estan invitados conferencia cultura ciudadana realizara antanasmockus proximo 24 octubre labelurl
";0.50545
"programateun feria publicaciones estudiantiles miercoles partir 900 be labelurl bienestarbogota
";0.50522
"momento eafit botanica vallenato medio ambiente cientifico colombiano alvaro cogollo
";0.50519
"hoyeneafit esperamos 500 pm encuentro ciudadano seguridad convivencia ciudadana fal labelurl
";0.50513
"kamri24 eduardoaromeros buenas tardes proximo 16 febrero
";0.50509
"launtransformavidas residuos platano vuelven arte arauca unorinoquia labelurl via labelurl
";0.50493
"sociedad todavia entiende necesidad tener respeto codigo quiere cambiar labelurl
";0.50469
"rt arqdisua space syntax movimiento interaccion gregorio maya egresados arquituniandes labelurl labelurl
";0.50456
"medicinasabana primer lugar presentacion poster felicitaciones grupo profesores residentes labelurl
";0.50427
"recuerden pueden seguir ceremonias grados directo labelurl labelurl
";0.50427
"atencion aplaza implosion bloque 31 eafit ver informacion completa labelurl labelurl
";0.5042
"colombia unicos enemigos paz hecho violencia forma expresion aordonezm lapazesposible
";0.50409
"curso transformacion urbana social medellin labelurl urbameafit labelurl
";0.50403
"curso transformacion urbana social medellin labelurl urbameafit labelurl
";0.50403
"curso transformacion urbana social medellin labelurl urbameafit labelurl
";0.50403
"curso transformacion urbana social medellin labelurl urbameafit labelurl
";0.50403
"curso transformacion urbana social medellin labelurl urbameafit labelurl
";0.50403
"estudiante pedagogia infantil educaunisabana quiere crear biblioteca mas grande mundo labelurl libros
";0.50398
"olviden asistir proximo lunes conversatorio programas stem modelos educacion ctel esperam labelurl
";0.50335
"rt entrelibrosco emprendimiento emprendedor mas persona idea inquietud quiere llevar cabo http
";0.5031
"rafacamargo5 saludos universidad estara cerrada sabado 400 pm domingo 1100 be 13
";0.50309
"fernando jaramillo mejia director investigaciones econurosario apertura enfoqueseconomiaur labelurl
";0.50299
"rt eugenioprieto siatamedellin gracias alianza areametropoleafit tendra 12 nuevas estaciones monitoreo calidaddelaire
";0.50279
"rt biblioeafit 8sonamos vendrian mar juan diego mejia labelurl
";0.50263
"comenzo eafit presentacion informe barometro americas 2016
";0.50159
"rt areametropol actores territorio aportan sostenibilidad valle aburra academia fundamental gracias eafi
";0.50159
"costo acceso publicaciones sigue siendo factor tener cuenta julie massal uncolombia mediosdigitalesur
";0.50101
"rt uremprende intervencion luis rodriguez luisrodriguez lideresemprendedores2017 labelurl
";0.50074
"investigacioneafit aborda informa tema cambio climatico medios comunicacion labelurl
";0.50065
"legitimo odiar guerra entrevista cerosetenta juan pablo aranguren labelurl labelurl
";0.50061
"ecofineafit contribuimos progreso pais investigacion evento hace parte esfuerzo juan labelurl
";0.50056
"rt cienciaseafit comenzo semestre programate departamento cienciasbiologicas eafit biologiaeafit labelurl
";0.50022
"manana campusglobal discutiran elecciones presidenciales unidos pierdan labelurl
";0.5002
"hoyeneafit primer foro derecho naturaleza 19 octubre 600 pm bloque 38101 labelurl
";0.50002
"alemania recibido 20151 millon 100 mil migrantes benjamin bobbe fundacion hanns seidel congreso internacional migracion
";0.49979
"hoy zona cercana punto cafe podras comprar tarjeta personalizada tullaveplus beneficios transporte labelurl
";0.49945
"momento ceremonia grado especializacion maestria eafitbogota felicitaciones eafitenses
";0.49905
"proximo lunes esperamos conferencia urbameafit dialogos tropi nordicos investigacion practica labelurl
";0.49877
"rt wenrosal excelente canalcapital obduliovp rector unisabana orgullo escuchar buenos indicadores tan lejos sersaban
";0.49873
"rt admonuniandes siguenos instagram compartamos mejores momentos labelurl administrac
";0.4986
"universidades estan llamadas coconstruir ecosistema sostenible obduliovp foro universidadyempresa labelurl
";0.49825
"rt arqdisua conferencia misterios sagrada familia ultima etapa construccion manana 230pm labelurl
";0.49818
"hora aprender rock curso profesor fernando algarra recomendado labelurl
";0.49802
"cuenta ponen conocimiento servicio demas proponer innovar solucionar daniela garzon labelurl
";0.49769
"entregarle patrimonio sociedad forma generar futuro rector jrestrp labelurl
";0.4976
"hoyeneafit active learn worshop series dara inicio 900 be bloque 19 414 aula clase invertida labelurl
";0.49736
"revive lanzamiento oficial informe educacion superior momento decisivo educacion superior amer labelurl
";0.49729
"rt iptigeneva danger after fail referendum be that those commit to peace r too frustrate to act but need to spread hope now tpaf
";0.49716
"noticiaun quimio radioterapia menos daninas cree labelurl via unimedios labelurl
";0.49658
"noticiaun internacionalizacion referente paz gestion reconocida launcuenta labelurl via unimedios
";0.4958
"hoy lapazenfoco olgalucian cepalonu ricardobonillag restrepojcamilo alejovargasve economia posacuerdo institucionaltv
";0.4955
"sistema sitp diseno mal bogota casi limite quedarse transporte publico enriquepenalosa
";0.49491
"rt portafolioco programas responden moda sino requiere mantillaignacio labelurl
";0.49467
"noticiaun investigadores desarrollan hamburguesas salchichas gourmet mas proteina menos grasa labelurl
";0.49446
"indefectiblemente progresaremos hacia robotica rafael riveros presentacion libro decision laparoscopia labelurl
";0.49433
"minutos empezaremos dejar huella plazoletaparatodos acompananos labelurl
";0.49424
"seis consejos padre emprendedor alejandrocheyne decano admonurosario labelurl labelurl
";0.49372
"lapazenfoco abre espacio expresion lideres religiosos paz colombia institucionaltv labelurl
";0.49338
"manana foro educacion valores construimos paz escuela 700 be inscripciones labelurl
";0.49308
"rt educaunisabana listos hoy iniciamos nueva etapa 73 profesores laguajira maestriaenpedagogia unisabana htt
";0.49306
"medicina urgencias medico rural iii congreso nacional internos labelurl labelurl
";0.49301
"investigacionun cientificos uncolombia encuentran forma combatir hongos afectan rosas labelurl
";0.49289
"rt espambiental jrestrp destacada aporte s emilleros investigacion construccion proyecto academico urosario
";0.49285
"hoyeneafit xvii concierto temporada orquesta sinfonica eafit 800 pm auditorio fundadores
";0.49262
"finn kydland estabilidad bancaria importante asegurar crecimiento economico sostenido labelurl
";0.49258
"rt obsdemocracia diapaiz cometimos error haber aclarado mejor varias part acuerdo mariopuertao jornada reflexion s
";0.4919
"carreraverdecol gracias participantes foro importancia bosques restauracion eafit fundacionnatura
";0.49188
"economista asesor onu jeffrey sachs hablo uniandes centro desarrollo sostenible cre labelurl
";0.49175
"rt comfama nomina primera conversar paz invitado mas importante asi esperamos miercoles
";0.49162
"faltando mes montan campana superficial artistas ponen hacer videos hace n montero
";0.49157
"rt obsdemocracia meinformoporlapaz debe saber procesodepaz palabras paz 20labelurl labelurl
";0.4915
"comunidadun sabes importante equidad merecemos valoresun bienestarparatodos labelurl
";0.49138
"investigacionun primera leche vaca podria encontrarse tratamiento efectivo cancer oral labelurl
";0.49096
"rt opusdeies papa francisco nombra prelado opus dei mons fernando ocariz labelurl labelurl
";0.49089
"construyendo ciudad plazoleta rosario plazoletaparatodos labelurl
";0.49087
"rede fuente informacion llevan pensar funcion periodismo juan esteban lewin labelurl
";0.49082
"manana esperamos conferencia ingles perspectiva japonesa transformacion medellin
";0.4908
"noticiaun historias guerra paz museo itinerante unmanizales labelurl via unimedios labelurl
";0.49072
"bigdata vida cotidiana andreschiappe manana tedxunisabana stream eltiempo labelurl labelurl
";0.49045
"rt slondonouribe lleno total eafit lanzamiento centro integridad etica importa labelurl
";0.49042
"programateun xii feria internacional fce manana miercoles partir 800 be unparatodos labelurl
";0.49034
"rector obduliovp recibe familias estaran encuentro excelencia neiva labelurl
";0.48992
"inicia lapazenfoco tres protagonistas dialogando paz territorial desarrollo regional institucionaltv labelurl
";0.4899
"miercoles olviden asistir presentacion danza travesuras krishna esperamos entrada libre
";0.4898
"hoyeneafit reflexiones academia 25 anos constitucion politica colombia 25cp esp labelurl
";0.4896
"pregunta pasa sur
";0.48863
"rt alumnisabana turno bucaramanga viernes 26 mayo encontraremos ciudad inscribete aqui labelurl
";0.48863
"noticiaun unmanizales epicentro festival internacional teatro teatromanizales labelurl via unimedios
";0.48838
"museo bancorepublica video mirada historia colombia medio arte untelevision labelurl
";0.48821
"active learn worshop series hablamos conexiones nodos conectaran estudiantes labelurl
";0.48759
"21 febrero pierdan cafe sos aire amenaza continua esperamos laciudadverde labelurl
";0.48715
"comunidadun rector mantillaignacio habla elespectador manifiesto paz labelurl
";0.4871
"jueves ii encuentro excelencia unisabana cucuta esperamos labelurl
";0.48704
"eafit acompanamos estrategia sosporelaire pequenos cambios tener aire mas limpio labelurl
";0.48668
"bienvenidos gracias escoger colombia medellin eafit asumimos llegada gran responsabilidad jua labelurl
";0.4866
"rt lacealames2016 lacealames16 show medellin development to the world juan luis mejia president of eafit labelurl
";0.48646
"importancia establecer alianza empresa academia reputacioncorporativa aalloza ce4reputation labelurl
";0.48643
"transmision denominaciones origen ayudan proteger campo artesanos lunes 730 be labelurl
";0.48641
"adios viernes atardecer unisabana foto sara lopez estudiante comunicacion audiovisual multimedios labelurl
";0.48631
"quedan pocos dias armar equipo poder llevarse camiseta oficial labelurl labelurl
";0.48631
"mass in blue sinfonicaeafit explora variaciones musica semana santa labelurl labelurl
";0.48617
"rt cideruniandes inscribase ciclo conferencias luis mauricio cuervo labelurl labelurl
";0.48601
"hoyeneafit cancilleria colombiana instala curso regional capacitacion realizado unctad labelurl
";0.48573
"periodismo construir plataforma permita opinion juan camilo maldonado periodista gesto labelurl
";0.48552
"rt educaunisabana mientras congreso avanza dibujan memorias cada intervencion yoconstruyopaz unisabana labelurl
";0.48539
"comunidadun partir hoy recuerda identificarte ingreses campus unbogota tarjeta inteligente labelurl
";0.48539
"lacealames16 vienen hacedores politicas banca sector privado carlos medina bancorepublica labelurl
";0.48531
"mas obra diversificacion contenidos metodologias generar experiencias culturales thomas treutler livelanguages
";0.48514
"olviden evento inauguracion centro integridad eafit estara invitada adela cortina
";0.48495
"noche 28 julio eafit podran asistir tercera edicion umbral 17 labelurl labelurl
";0.4846
"buscamos ampliar acceso educacion superior vinculese causas filantropicas solidaridaduniandes labelurl
";0.48432
"unperiodico articulo arboles frutales ensenan agricultura jovenes araucanos labelurl unimedios labelurl
";0.48409
"comunidadun conoce estan ubicados nuevos puntos posconsumo campus universitario unbogota labelurl
";0.48403
"pagina blanco programate muestra arte escenico quinta mutis labelurl labelurl
";0.4835
"rt lauriaguilera asi sera nueva facultad educacion uniandes labelurl
";0.48324
"importante construccion narrativa adecuada gran mayoria personas narrativa inclusiva richieguinea
";0.48314
"noticiaun seis estudiantes becados u purdue lifeatpurdue labelurl via unimedios orgulloun
";0.48307
"catedra paz propiciando debate interdisciplinar alrededor paz conoce mas labelurl labelurl
";0.48297
"sector defensa entusiasmado contribuir pais posconflicto vice mindefensa anibal fernandez soto foroungasscol
";0.48264
"manicomio munecos universidad eafit presentan amigo pinchudo domingo 23 octubre 1100 be entrada libre boleta
";0.48258
"paz colombia foro mujeres detras proceso paz inscribete labelurl manana 730 be audi labelurl
";0.48255
"rt fismed eafit bienvenidos aliados amigos telemedellin fiestalibro culturamde comfama caracolnext museodantioquia r
";0.48238
"rt comsabana graciasdecana decana apgguzman sera nueva directora comunicacion institucional unisabana partir 20
";0.48201
"rafacamargo5 parqueaderos cercanos bloque 31 biblioteca estaran cerrados 12 diciembre saludos 33
";0.48197
"articulo unperiodico exploracion petrolera areas marinas protegidas ecocidio labelurl labelurl
";0.48185
"rt telemedellin aire noticiastm eafit metro patentan invento revisar rodamientos trenes labelurl
";0.48174
"impuesto tierra menos distorsiona economia josephestiglitz elfuturodecolombia
";0.48166
"orgulloun ganador bronce paralimpicos compitio silla disenada unpalmira labelurl colparalimpico
";0.48165
"papa exito habla lenguaje transparente llega toda clase publico afirma manuel sa labelurl
";0.48149
"sexo negocios razones fracaso empresas labelurl ursummerschool labelurl
";0.48133
"2do foro nacional seguridad 22 junio 800 be labelurl labelurl
";0.48129
"exposicion faceta artistica maestro cardenas estara abierta febrero 2017 labelurl
";0.48115
"colombia cada ano mas 300 municipios homicidios resaltar pascual gaviria labelurl
";0.48103
"necesario volver logica educacion centre subjetivo pasion etica motivacion felicidad jrestrp
";0.48043
"aporta tiempo habilidades experiencia construccion condiciones vida dignas labelurl labelurl
";0.48041
"eafit siempre quiere adaptarse establecer programas permitan continuar estudios juan luis meji labelurl
";0.47973
"abre debate doctor cesargaviriat labelurl
";0.47948
"recuerden toda semana activiades relacionadas idiomas eafitidiomas ver programacion labelurl
";0.47938
"manana aula clase invertida bloque 19 4to piso esperamos apertura programa aprendizaje labelurl
";0.47932
"conozca reconstruccion proyecto transmedia construccion paz labelurl labelurl
";0.4793
"rt pradarodolfo luna madrugandole noche unisabana labelurl
";0.47929
"rt obsdemocracia analisis perciben colombianos medios comunicacion labelurl barometroamericas2016
";0.47913
"sociedad colombiana vive tension saca leyes poblacion cumple normas or labelurl
";0.47903
"inscribete curso convertirte mejor escribiendo redactando info labelurl labelurl
";0.47854
"medida impuestos represento mas 67 mil toneladas azucar bebidas dejadas consumir ano sbarquera
";0.47792
"rt consejoech animate participa viernes narracion cuentos taller munecas quitapenas urosarioradio dmuur ht
";0.47783
"volver oscuro valle habla observe regreso gente lugares origen santiago gamboa labelurl
";0.47747
"rt ctaunisabana conoce programacion sexta semana inmersion tecnologica 2017 inicia miercoles 11 enero situnisaban
";0.47747
"trata solo grandes autopistas necesario tener infraestructura desarrollo regiones
";0.4774
"intangibles constituyen territorio compiten hoy empresas aprendiendo labelurl
";0.47627
"piloto modelo implica aplicacion nuevos materiales tecnologias seguridad fuerzas
";0.47601
"hoy viernes 31 marzo semana artes paz uniandes conozca programacion labelurl
";0.47581
"eafit tendra noche espanola 10 agosto auditorio fundadores 800 pm ingreso boleta labelurl
";0.47547
"comenzo conferencia inaugural fismed yolanda barrasa tema guion series web labelurl
";0.47546
"debatesun darle espera nuevo modelo salud bogota alcaldia unimedios labelurl via elespectador
";0.47541
"rt calderonwiliams noticiero medio dia rcnradio jmruizmachado emite hora sede unisabanaradio com
";0.47536
"lograr crecimiento inclusivo colombia juanmanuelgalan lospresidenciables2018 labelurl
";0.47533
"posible sostenibilidad financiera sistema integrados transporte analisis labelurl labelurl
";0.47508
"conferencia suficiente informar generar confianza gobierno 2 septiembre 1220 pm labelurl
";0.47506
"rt psicosabana1 psicosabana panel simultaneo salud mental inteligencia artificial expertos panelistas diegoefrenro
";0.47463
"conferencia relaciones bilaterales posibilidades colombia uruguay esperamos labelurl labelurl
";0.47447
"sigue trasmision vivo foro justicia paz reto labelurl elretodelajep labelurl
";0.47424
"disfrutalaun universidad nacional colombia patrimonio colombianos sede medellin labelurl
";0.47408
"debe responder necesidad administrar verdadera justicia garantice reparacion victimas
";0.47391
"manana pierdan conferencia martincaparros contar hambre inscribanse comunicacionesfundacione labelurl
";0.47351
"oportunidad participacion politica fortalecimiento institucionalidad grnaranjo labelurl
";0.4734
"rt proantioquia1 rectores eafit upbcolombia acompanan ciclo conclusiones antioquiasostenible luego 1 ano trabajo conj
";0.47303
"rt unisabanaradio angharad collado gestora economia habla gestion conocimiento empresarial universidadyempresa larepu
";0.47292
"fascinateun universidad nacional colombia patrimonio colombianos sede manizales labelurl
";0.4729
"partir 730 be observatorio astronomico misionajupiter 985unradio labelurl unradio25anos unanalisis
";0.47277
"manana eafit pierdan charla icetex ustedes inscribanse labelurl labelurl
";0.47272
"clausura diplomatura gestion estrategica servicio policia apoyo educacion continua eafit bogota labelurl
";0.4727
"beca talento estrategico comestrategicam comsabana otorgada laura milena mercado labelurl labelurl
";0.47211
"filbo2017 autoresunisabana estudios derecho consumo editores cientificos obra fernando ji labelurl
";0.47208
"noticiaun inicio debate salud bogota debatesun docisp labelurl via unimedios labelurl
";0.47185
"inauguramos campana confrontacion trump solo ahora toma forma administracion enri labelurl
";0.47183
"programese asista actividades 100 pm diapaiz labelurl labelurl
";0.47181
"rt hernanolano miercoles estare panelista xi encuentro jurisdiccion constitucional cconstitucional unisabana
";0.4713
"recomendamos genteelpoblado mateo mejores investigadores ciudad labelurl
";0.47125
"pocos momentos canalcapital 930 pm profesor jcdiazbohorquez hablara ampliacion licencia maternidad
";0.47092
"comunidadun viernes 930 be 985unradio pierdan programa archivos sesquicenten labelurl
";0.47086
"reaccionara academia responderle avance tecnologico uantonionarino foro universidadyempresa
";0.47076
"noticiaun esperan recursos estampilla pro udistrital uncolombia mejorar infraestructura labelurl
";0.47057
"mientras esperan carro crismaciase mueve asi trensumate voyentren unisabana labelurl
";0.47031
"juanpablootero saludos puede contactarnos
";0.47007
"pretendemos egresados signo confianza agentes cambio sociedad juan luis m labelurl
";0.46996
"pierdas presentacion libro memorias encuentro constitucional tierra labelurl labelurl
";0.46987
"faltan pocos dias lacealames16 lacealames2016 manana campusglobal contaremos trata n labelurl
";0.46966
"voyentren clase 700 be hoy nueva estacion labelurl
";0.46955
"rt inmotiongroup concluimos participacion compartiendo vision conectar ciudad traves movilidadsostenible
";0.46867
"launcuenta programas nivel nacional uncolombia recibido reconocimiento au labelurl
";0.4682
"compartimos ustedes nuevo articulo rector mantillaignacio elespectador labelurl labelurl
";0.46779
"eafit siete universidades recibiran reconocimiento lorenzo codazzi labelurl labelurl
";0.46761
"porlasescuelas ciencias eafit firma convenio universidad deusto labelurl labelurl
";0.4675
"rt comfama eafit apoyamos lacealames16 hablamos economia herramienta indispensable pensar futuro feliz labelurl
";0.46703
"comunidadun participa jornada sensibilizacion ambiental realizara jueves 17 noviembre labelurl
";0.46666
"comunicacioncorporativa empresas estan convirtiendo medios comunicacion producen contenidos h labelurl
";0.46654
"hoy hoy tambien cada sabe presidente ahora legitimidad partida mitad carlos velandia
";0.46621
"personal reflections on force bilingualism my experience with irish labelurl labelurl
";0.4661
"expertos nacionales internacionales reflexionan situacion problematica labelurl labelurl
";0.46561
"humor libertad expresion maltrato marco diapaiz labelurl
";0.46548
"estudiantes esperamos manana espacio compartir ideas sugerencias universidad
";0.46448
"ceremonia vive momento gradua primera cohorte maestria escrituras creativas labelurl
";0.46329
"importancia imaginar futurodecolombia urosario aliciabarcena secretaria ejecutiva cepalonu labelurl
";0.46326
"participa dialogo constructivo ven comparte ideas propuestas labelurl labelurl
";0.46277
"comunidadun vuelven bicicletas campus unbogota cuidalas disfrutalas bicirrunun labelurl
";0.46229
"rt facultadartes jorge velosa conferencia carranguera conservatorio musica uncolombia labelurl
";0.46184
"comunidadun lanzamos nueva web sesquicentenarioun descubrela celebremos juntos labelurl
";0.46179
"noticiaun interdisciplinariedad esencial innovar ingenieriaunbog vriun labelurl via labelurl
";0.46172
"comunidadun historia observatorio astronomico nacional aqui video labelurl astronomiaoan fcienciasunalco
";0.46062
"pierdan miercoles charla retos sociales educativos construccion ciudades jaume carbone
";0.46025
"25 27 julio esperamos seminario triptico saberesdevidame erase vez paraiso bio labelurl
";0.46005
"noticiaun ascun recibe certificacion calidad icontec labelurl ascun1 icontec labelurl
";0.45967
"relaciones largo plazo empresas clave modelo exitoso unisabana foro universidadyempresa
";0.45935
